,index,Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites,northing_adj,easting_adj,elevation_adj,geometry
320,320,26,,466248.931,4312193.049,2454.242,,-105.3895418,38.95804592,2440.251,Global,0.011,0.011,0.011,0.015,2.134,m,FIX,2024-07-22 16:33:34.4 UTC-06:00,2024-07-22 16:33:37.4 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,149.876,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312192.467,466250.59599999996,2452.244,POINT Z (466250.59599999996 4312192.467 2452.244)
321,321,27,,466248.859,4312193.246,2454.245,,-105.3895426,38.95804768,2440.255,Global,0.019,0.017,0.011,0.025,2.134,m,FIX,2024-07-22 16:33:41.8 UTC-06:00,2024-07-22 16:33:44.8 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,150.062,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,6,0,4312192.664000001,466250.524,2452.247,POINT Z (466250.524 4312192.664000001 2452.247)
322,322,28,,466248.649,4312193.333,2454.235,,-105.389545,38.95804846,2440.244,Global,0.012,0.014,0.01,0.019,2.134,m,FIX,2024-07-22 16:33:50.2 UTC-06:00,2024-07-22 16:33:53.2 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,150.112,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312192.751,466250.31399999995,2452.237,POINT Z (466250.31399999995 4312192.751 2452.237)
323,323,29,,466248.537,4312193.493,2454.144,,-105.3895463,38.9580499,2440.154,Global,0.011,0.011,0.01,0.016,2.134,m,FIX,2024-07-22 16:33:59.6 UTC-06:00,2024-07-22 16:34:02.6 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,150.281,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,7,0,4312192.911,466250.202,2452.1459999999997,POINT Z (466250.202 4312192.911 2452.1459999999997)
324,324,30,,466248.436,4312193.633,2454.09,,-105.3895475,38.95805116,2440.099,Global,0.01,0.01,0.01,0.015,2.134,m,FIX,2024-07-22 16:34:17.8 UTC-06:00,2024-07-22 16:34:20.8 UTC-06:00,16,1.1,1.3,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,150.413,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,7,0,4312193.051000001,466250.10099999997,2452.092,POINT Z (466250.10099999997 4312193.051000001 2452.092)
325,325,31,,466248.248,4312193.746,2454.077,,-105.3895497,38.95805216,2440.087,Global,0.016,0.017,0.01,0.023,2.134,m,FIX,2024-07-22 16:34:24.2 UTC-06:00,2024-07-22 16:34:27.2 UTC-06:00,16,1.1,1.3,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,150.492,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,7,0,4312193.164000001,466249.913,2452.079,POINT Z (466249.913 4312193.164000001 2452.079)
326,326,32,,466248.104,4312193.872,2454.072,,-105.3895513,38.9580533,2440.081,Global,0.013,0.011,0.012,0.017,2.134,m,FIX,2024-07-22 16:34:31.6 UTC-06:00,2024-07-22 16:34:34.6 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,150.617,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,7,0,4312193.290000001,466249.769,2452.074,POINT Z (466249.769 4312193.290000001 2452.074)
327,327,33,,466248.001,4312194.025,2454.1,,-105.3895525,38.95805467,2440.109,Global,0.012,0.012,0.011,0.017,2.134,m,FIX,2024-07-22 16:34:37.2 UTC-06:00,2024-07-22 16:34:40.2 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,150.75,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,6,0,4312193.443000001,466249.66599999997,2452.102,POINT Z (466249.66599999997 4312193.443000001 2452.102)
328,328,34,,466247.874,4312194.191,2454.077,,-105.389554,38.95805617,2440.086,Global,0.02,0.017,0.01,0.026,2.134,m,FIX,2024-07-22 16:34:44.0 UTC-06:00,2024-07-22 16:34:47.0 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,150.865,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,6,0,4312193.609,466249.539,2452.079,POINT Z (466249.539 4312193.609 2452.079)
329,329,35,,466247.74,4312194.38,2454.08,,-105.3895556,38.95805786,2440.09,Global,0.01,0.011,0.01,0.015,2.134,m,FIX,2024-07-22 16:34:58.6 UTC-06:00,2024-07-22 16:35:01.6 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,151.07,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312193.798,466249.40499999997,2452.082,POINT Z (466249.40499999997 4312193.798 2452.082)
330,330,36,,466247.636,4312194.562,2454.085,,-105.3895568,38.9580595,2440.094,Global,0.011,0.015,0.01,0.018,2.134,m,FIX,2024-07-22 16:35:05.2 UTC-06:00,2024-07-22 16:35:08.2 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,151.228,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312193.98,466249.301,2452.087,POINT Z (466249.301 4312193.98 2452.087)
331,331,37,,466247.528,4312194.735,2454.093,,-105.389558,38.95806105,2440.103,Global,0.01,0.013,0.011,0.016,2.134,m,FIX,2024-07-22 16:35:12.4 UTC-06:00,2024-07-22 16:35:15.4 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,151.406,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312194.153000001,466249.19299999997,2452.095,POINT Z (466249.19299999997 4312194.153000001 2452.095)
332,332,38,,466247.379,4312194.866,2454.071,,-105.3895598,38.95806222,2440.081,Global,0.014,0.017,0.011,0.021,2.134,m,FIX,2024-07-22 16:35:19.4 UTC-06:00,2024-07-22 16:35:22.4 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,151.494,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312194.284000001,466249.044,2452.073,POINT Z (466249.044 4312194.284000001 2452.073)
333,333,39,,466247.259,4312195.01,2454.061,,-105.3895612,38.95806352,2440.07,Global,0.011,0.013,0.011,0.017,2.134,m,FIX,2024-07-22 16:35:25.8 UTC-06:00,2024-07-22 16:35:28.8 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,151.642,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312194.428,466248.924,2452.063,POINT Z (466248.924 4312194.428 2452.063)
334,334,40,,466247.144,4312195.141,2454.058,,-105.3895625,38.9580647,2440.067,Global,0.013,0.03,0.011,0.033,2.134,m,FIX,2024-07-22 16:35:33.0 UTC-06:00,2024-07-22 16:35:36.0 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,151.778,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312194.559,466248.80899999995,2452.06,POINT Z (466248.80899999995 4312194.559 2452.06)
335,335,41,,466247.028,4312195.33,2454.07,,-105.3895638,38.9580664,2440.079,Global,0.014,0.019,0.013,0.024,2.134,m,FIX,2024-07-22 16:35:39.0 UTC-06:00,2024-07-22 16:35:42.0 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,151.91,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312194.748000001,466248.69299999997,2452.072,POINT Z (466248.69299999997 4312194.748000001 2452.072)
336,336,42,,466246.881,4312195.489,2454.111,,-105.3895655,38.95806782,2440.12,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-07-22 16:35:45.6 UTC-06:00,2024-07-22 16:35:48.6 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,152.058,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312194.907000001,466248.546,2452.113,POINT Z (466248.546 4312194.907000001 2452.113)
337,337,43,,466246.755,4312195.684,2454.084,,-105.389567,38.95806957,2440.094,Global,0.014,0.011,0.01,0.018,2.134,m,FIX,2024-07-22 16:35:53.4 UTC-06:00,2024-07-22 16:35:56.4 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,152.25,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312195.102000001,466248.42,2452.086,POINT Z (466248.42 4312195.102000001 2452.086)
338,338,44,,466246.652,4312195.811,2454.078,,-105.3895682,38.95807072,2440.087,Global,0.015,0.012,0.01,0.019,2.134,m,FIX,2024-07-22 16:36:00.6 UTC-06:00,2024-07-22 16:36:03.6 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,152.372,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,6,0,4312195.229,466248.317,2452.08,POINT Z (466248.317 4312195.229 2452.08)
339,339,45,,466246.562,4312196.019,2453.991,,-105.3895692,38.95807258,2440.001,Global,0.012,0.011,0.014,0.016,2.134,m,FIX,2024-07-22 16:36:12.8 UTC-06:00,2024-07-22 16:36:15.8 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,152.567,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,7,0,4312195.437000001,466248.22699999996,2451.993,POINT Z (466248.22699999996 4312195.437000001 2451.993)
340,340,46,,466246.389,4312196.109,2453.94,,-105.3895712,38.95807339,2439.95,Global,0.013,0.014,0.01,0.019,2.134,m,FIX,2024-07-22 16:36:21.2 UTC-06:00,2024-07-22 16:36:24.2 UTC-06:00,16,1.2,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,152.658,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,7,0,4312195.527000001,466248.054,2451.942,POINT Z (466248.054 4312195.527000001 2451.942)
341,341,47,,466246.262,4312196.242,2453.892,,-105.3895727,38.95807459,2439.901,Global,0.011,0.011,0.011,0.015,2.134,m,FIX,2024-07-22 16:36:54.8 UTC-06:00,2024-07-22 16:36:57.8 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,152.765,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,7,0,4312195.66,466247.92699999997,2451.894,POINT Z (466247.92699999997 4312195.66 2451.894)
342,342,48,,466246.079,4312196.359,2453.897,,-105.3895748,38.95807563,2439.906,Global,0.011,0.012,0.013,0.017,2.134,m,FIX,2024-07-22 16:37:01.0 UTC-06:00,2024-07-22 16:37:04.0 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,152.855,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,7,0,4312195.777000001,466247.744,2451.899,POINT Z (466247.744 4312195.777000001 2451.899)
343,343,49,,466245.958,4312196.518,2453.926,,-105.3895762,38.95807706,2439.936,Global,0.011,0.01,0.011,0.015,2.134,m,FIX,2024-07-22 16:37:15.4 UTC-06:00,2024-07-22 16:37:18.4 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,153.005,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,7,0,4312195.936000001,466247.62299999996,2451.928,POINT Z (466247.62299999996 4312195.936000001 2451.928)
344,344,50,,466245.82,4312196.67,2453.824,,-105.3895778,38.95807842,2439.834,Global,0.013,0.014,0.013,0.02,2.134,m,FIX,2024-07-22 16:37:22.6 UTC-06:00,2024-07-22 16:37:25.6 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,153.141,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,7,0,4312196.088,466247.485,2451.826,POINT Z (466247.485 4312196.088 2451.826)
345,345,51,,466245.675,4312196.829,2453.806,,-105.3895795,38.95807985,2439.816,Global,0.016,0.012,0.01,0.02,2.134,m,FIX,2024-07-22 16:37:28.6 UTC-06:00,2024-07-22 16:37:31.6 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,153.297,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,7,0,4312196.247,466247.33999999997,2451.808,POINT Z (466247.33999999997 4312196.247 2451.808)
346,346,52,,466245.541,4312196.969,2453.779,,-105.3895811,38.9580811,2439.788,Global,0.015,0.012,0.01,0.019,2.134,m,FIX,2024-07-22 16:37:34.8 UTC-06:00,2024-07-22 16:37:37.8 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,153.426,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,7,0,4312196.387,466247.206,2451.781,POINT Z (466247.206 4312196.387 2451.781)
347,347,53,,466245.431,4312197.121,2453.764,,-105.3895824,38.95808247,2439.773,Global,0.013,0.013,0.01,0.018,2.134,m,FIX,2024-07-22 16:37:41.0 UTC-06:00,2024-07-22 16:37:44.0 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,153.574,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,7,0,4312196.539000001,466247.09599999996,2451.766,POINT Z (466247.09599999996 4312196.539000001 2451.766)
348,348,54,,466245.283,4312197.29,2453.721,,-105.3895841,38.95808399,2439.731,Global,0.017,0.012,0.01,0.021,2.134,m,FIX,2024-07-22 16:37:47.6 UTC-06:00,2024-07-22 16:37:50.6 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,153.717,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,6,0,4312196.708000001,466246.948,2451.723,POINT Z (466246.948 4312196.708000001 2451.723)
349,349,55,,466245.107,4312197.382,2453.694,,-105.3895861,38.95808481,2439.704,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-07-22 16:38:20.0 UTC-06:00,2024-07-22 16:38:23.0 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,153.786,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312196.800000001,466246.772,2451.696,POINT Z (466246.772 4312196.800000001 2451.696)
350,350,56,,466244.954,4312197.515,2453.669,,-105.3895879,38.95808601,2439.678,Global,0.019,0.013,0.01,0.023,2.134,m,FIX,2024-07-22 16:38:25.4 UTC-06:00,2024-07-22 16:38:28.4 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,153.909,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312196.933,466246.619,2451.671,POINT Z (466246.619 4312196.933 2451.671)
351,351,57,,466244.822,4312197.646,2453.67,,-105.3895894,38.95808718,2439.68,Global,0.012,0.017,0.01,0.021,2.134,m,FIX,2024-07-22 16:38:32.4 UTC-06:00,2024-07-22 16:38:35.4 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,154.051,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312197.064,466246.48699999996,2451.672,POINT Z (466246.48699999996 4312197.064 2451.672)
352,352,58,,466244.703,4312197.815,2453.654,,-105.3895908,38.9580887,2439.664,Global,0.013,0.011,0.012,0.017,2.134,m,FIX,2024-07-22 16:38:40.8 UTC-06:00,2024-07-22 16:38:43.8 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,154.187,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,7,0,4312197.233000001,466246.36799999996,2451.656,POINT Z (466246.36799999996 4312197.233000001 2451.656)
353,353,59,,466244.586,4312197.976,2453.703,,-105.3895921,38.95809015,2439.713,Global,0.011,0.011,0.014,0.016,2.134,m,FIX,2024-07-22 16:38:48.2 UTC-06:00,2024-07-22 16:38:51.2 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,154.341,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,7,0,4312197.394,466246.251,2451.705,POINT Z (466246.251 4312197.394 2451.705)
354,354,60,,466244.447,4312198.125,2453.698,,-105.3895938,38.95809149,2439.707,Global,0.014,0.015,0.01,0.02,2.134,m,FIX,2024-07-22 16:38:54.6 UTC-06:00,2024-07-22 16:38:57.6 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,154.486,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,7,0,4312197.5430000005,466246.11199999996,2451.7,POINT Z (466246.11199999996 4312197.5430000005 2451.7)
355,355,61,,466244.34,4312198.303,2453.65,,-105.389595,38.95809308,2439.66,Global,0.011,0.016,0.01,0.02,2.134,m,FIX,2024-07-22 16:39:01.4 UTC-06:00,2024-07-22 16:39:04.4 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,154.656,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,7,0,4312197.721000001,466246.005,2451.652,POINT Z (466246.005 4312197.721000001 2451.652)
356,356,62,,466244.144,4312198.367,2453.623,,-105.3895973,38.95809365,2439.632,Global,0.011,0.011,0.011,0.015,2.134,m,FIX,2024-07-22 16:39:29.4 UTC-06:00,2024-07-22 16:39:32.4 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,154.694,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312197.785,466245.80899999995,2451.625,POINT Z (466245.80899999995 4312197.785 2451.625)
357,357,63,,466244.031,4312198.541,2453.583,,-105.3895986,38.95809521,2439.593,Global,0.013,0.011,0.01,0.017,2.134,m,FIX,2024-07-22 16:39:38.4 UTC-06:00,2024-07-22 16:39:41.4 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,154.856,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312197.959000001,466245.696,2451.585,POINT Z (466245.696 4312197.959000001 2451.585)
358,358,64,,466243.878,4312198.688,2453.535,,-105.3896004,38.95809654,2439.545,Global,0.013,0.011,0.01,0.017,2.134,m,FIX,2024-07-22 16:39:46.2 UTC-06:00,2024-07-22 16:39:49.2 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,154.987,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312198.106000001,466245.543,2451.537,POINT Z (466245.543 4312198.106000001 2451.537)
359,359,65,,466243.804,4312198.9,2453.524,,-105.3896012,38.95809844,2439.534,Global,0.012,0.017,0.01,0.021,2.134,m,FIX,2024-07-22 16:39:54.0 UTC-06:00,2024-07-22 16:39:57.0 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,155.209,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312198.318000001,466245.469,2451.526,POINT Z (466245.469 4312198.318000001 2451.526)
360,360,66,,466243.637,4312199.008,2453.491,,-105.3896032,38.9580994,2439.501,Global,0.012,0.012,0.011,0.017,2.134,m,FIX,2024-07-22 16:40:05.0 UTC-06:00,2024-07-22 16:40:08.0 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,155.297,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312198.426000001,466245.30199999997,2451.493,POINT Z (466245.30199999997 4312198.426000001 2451.493)
361,361,67,,466243.547,4312199.205,2453.506,,-105.3896042,38.95810118,2439.515,Global,0.012,0.014,0.011,0.019,2.134,m,FIX,2024-07-22 16:40:14.0 UTC-06:00,2024-07-22 16:40:17.0 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,155.456,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312198.623000001,466245.212,2451.508,POINT Z (466245.212 4312198.623000001 2451.508)
362,362,68,,466243.384,4312199.272,2453.471,,-105.3896061,38.95810178,2439.481,Global,0.016,0.026,0.01,0.03,2.134,m,FIX,2024-07-22 16:40:23.6 UTC-06:00,2024-07-22 16:40:26.6 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,155.509,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312198.69,466245.049,2451.473,POINT Z (466245.049 4312198.69 2451.473)
363,363,69,,466243.241,4312199.451,2453.513,,-105.3896077,38.95810339,2439.523,Global,0.014,0.019,0.01,0.024,2.134,m,FIX,2024-07-22 16:40:36.2 UTC-06:00,2024-07-22 16:40:39.2 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,155.69,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312198.869000001,466244.90599999996,2451.515,POINT Z (466244.90599999996 4312198.869000001 2451.515)
364,364,70,,466243.113,4312199.608,2453.502,,-105.3896092,38.9581048,2439.511,Global,0.024,0.013,0.011,0.028,2.134,m,FIX,2024-07-22 16:40:47.6 UTC-06:00,2024-07-22 16:40:50.6 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,155.831,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312199.026000001,466244.778,2451.504,POINT Z (466244.778 4312199.026000001 2451.504)
365,365,71,,466242.976,4312199.76,2453.51,,-105.3896108,38.95810616,2439.52,Global,0.02,0.012,0.011,0.023,2.134,m,FIX,2024-07-22 16:40:57.8 UTC-06:00,2024-07-22 16:41:00.8 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,155.981,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,7,0,4312199.178,466244.641,2451.512,POINT Z (466244.641 4312199.178 2451.512)
366,366,72,,466242.857,4312199.913,2453.522,,-105.3896122,38.95810753,2439.532,Global,0.016,0.012,0.01,0.021,2.134,m,FIX,2024-07-22 16:41:05.2 UTC-06:00,2024-07-22 16:41:08.2 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,156.114,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,7,0,4312199.331,466244.522,2451.524,POINT Z (466244.522 4312199.331 2451.524)
367,367,73,,466242.68,4312200.025,2453.551,,-105.3896142,38.95810853,2439.56,Global,0.013,0.012,0.01,0.018,2.134,m,FIX,2024-07-22 16:41:18.0 UTC-06:00,2024-07-22 16:41:21.0 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,156.231,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,7,0,4312199.443000001,466244.345,2451.553,POINT Z (466244.345 4312199.443000001 2451.553)
368,368,74,,466242.583,4312200.194,2453.573,,-105.3896154,38.95811006,2439.582,Global,0.012,0.01,0.012,0.016,2.134,m,FIX,2024-07-22 16:41:24.0 UTC-06:00,2024-07-22 16:41:27.0 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,156.378,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,7,0,4312199.612000001,466244.24799999996,2451.575,POINT Z (466244.24799999996 4312199.612000001 2451.575)
369,369,75,,466242.444,4312200.356,2453.635,,-105.389617,38.9581115,2439.645,Global,0.014,0.011,0.013,0.017,2.134,m,FIX,2024-07-22 16:41:30.2 UTC-06:00,2024-07-22 16:41:33.2 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,156.519,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,7,0,4312199.774,466244.109,2451.637,POINT Z (466244.109 4312199.774 2451.637)
370,370,76,,466242.34,4312200.514,2453.688,,-105.3896182,38.95811293,2439.697,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-07-22 16:41:38.8 UTC-06:00,2024-07-22 16:41:41.8 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,156.659,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,6,6,0,4312199.932000001,466244.005,2451.69,POINT Z (466244.005 4312199.932000001 2451.69)
371,371,77,,466242.157,4312200.625,2453.603,,-105.3896203,38.95811392,2439.612,Global,0.011,0.01,0.011,0.015,2.134,m,FIX,2024-07-22 16:41:46.0 UTC-06:00,2024-07-22 16:41:49.0 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,156.763,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,6,0,4312200.0430000005,466243.822,2451.605,POINT Z (466243.822 4312200.0430000005 2451.605)
372,372,78,,466241.989,4312200.735,2453.571,,-105.3896223,38.9581149,2439.581,Global,0.01,0.01,0.011,0.015,2.134,m,FIX,2024-07-22 16:41:54.4 UTC-06:00,2024-07-22 16:41:57.4 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,156.864,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,6,0,4312200.153000001,466243.654,2451.573,POINT Z (466243.654 4312200.153000001 2451.573)
373,373,79,,466241.835,4312200.883,2453.56,,-105.389624,38.95811623,2439.569,Global,0.011,0.016,0.01,0.019,2.134,m,FIX,2024-07-22 16:42:01.4 UTC-06:00,2024-07-22 16:42:04.4 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,157.007,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,6,0,4312200.301000001,466243.5,2451.562,POINT Z (466243.5 4312200.301000001 2451.562)
