Name,Code,Easting,Northing,OriginalElevation ,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites,
258,,466218.905,4311983.028,2455.196,2435.196,,-105.3898779,38.95615221,2441.204,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2025-03-31 12:28:57.2 UTC-06:00,2025-03-31 12:29:00.2 UTC-06:00,16,1.3,1.5,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,64.947,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
259,,466218.709,4311983.021,2455.061,2435.061,,-105.3898802,38.95615215,2441.068,Global,0.012,0.01,0.013,0.016,1.934,m,FIX,2025-03-31 12:29:25.6 UTC-06:00,2025-03-31 12:29:28.6 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,65.011,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,
260,,466218.528,4311982.96,2455.09,2435.09,,-105.3898823,38.95615158,2441.097,Global,0.011,0.012,0.011,0.016,1.934,m,FIX,2025-03-31 12:29:43.8 UTC-06:00,2025-03-31 12:29:46.8 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,65.108,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,
261,,466218.304,4311982.892,2455.271,2435.271,,-105.3898849,38.95615096,2441.279,Global,0.011,0.011,0.01,0.016,1.934,m,FIX,2025-03-31 12:30:13.4 UTC-06:00,2025-03-31 12:30:16.4 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,65.161,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
262,,466218.135,4311982.836,2455.302,2435.302,,-105.3898868,38.95615045,2441.31,Global,0.012,0.012,0.01,0.017,1.934,m,FIX,2025-03-31 12:30:32.0 UTC-06:00,2025-03-31 12:30:35.0 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,65.241,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,5,0,
263,,466217.916,4311982.797,2455.295,2435.295,,-105.3898893,38.95615009,2441.303,Global,0.011,0.01,0.011,0.015,1.934,m,FIX,2025-03-31 12:30:48.8 UTC-06:00,2025-03-31 12:30:51.8 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,65.325,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,5,0,
264,,466217.739,4311982.734,2455.242,2435.242,,-105.3898914,38.95614951,2441.25,Global,0.011,0.012,0.011,0.016,1.934,m,FIX,2025-03-31 12:31:06.6 UTC-06:00,2025-03-31 12:31:09.6 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,65.431,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,5,0,
265,,466217.538,4311982.662,2455.08,2435.08,,-105.3898937,38.95614886,2441.088,Global,0.01,0.01,0.011,0.015,1.934,m,FIX,2025-03-31 12:31:40.0 UTC-06:00,2025-03-31 12:31:43.0 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,65.572,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,5,0,
266,,466217.366,4311982.61,2455.147,2435.147,,-105.3898957,38.95614839,2441.154,Global,0.011,0.011,0.011,0.016,1.934,m,FIX,2025-03-31 12:31:51.6 UTC-06:00,2025-03-31 12:31:54.6 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,65.646,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,
267,,466217.146,4311982.556,2455.073,2435.073,,-105.3898982,38.95614789,2441.081,Global,0.01,0.011,0.013,0.015,1.934,m,FIX,2025-03-31 12:32:11.0 UTC-06:00,2025-03-31 12:32:14.0 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,65.748,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,5,0,
268,,466216.983,4311982.494,2455.048,2435.048,,-105.3899001,38.95614732,2441.056,Global,0.01,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 12:32:28.2 UTC-06:00,2025-03-31 12:32:31.2 UTC-06:00,16,1.3,1.5,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,65.849,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,
269,,466216.784,4311982.46,2455.015,2435.015,,-105.3899024,38.95614701,2441.022,Global,0.01,0.01,0.011,0.015,1.934,m,FIX,2025-03-31 12:32:44.8 UTC-06:00,2025-03-31 12:32:47.8 UTC-06:00,16,1.3,1.6,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,65.925,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,
270,,466216.593,4311982.382,2455.06,2435.06,,-105.3899046,38.9561463,2441.068,Global,0.01,0.011,0.01,0.015,1.934,m,FIX,2025-03-31 12:33:01.6 UTC-06:00,2025-03-31 12:33:04.6 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,66.026,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,5,0,
271,,466216.412,4311982.277,2455.154,2435.154,,-105.3899067,38.95614535,2441.162,Global,0.01,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 12:33:35.8 UTC-06:00,2025-03-31 12:33:38.8 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,66.154,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,6,0,
272,,466216.201,4311982.256,2455.211,2435.211,,-105.3899091,38.95614515,2441.219,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2025-03-31 12:33:54.0 UTC-06:00,2025-03-31 12:33:57.0 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,66.197,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
273,,466216.002,4311982.203,2455.122,2435.122,,-105.3899114,38.95614467,2441.13,Global,0.01,0.011,0.01,0.015,1.934,m,FIX,2025-03-31 12:34:14.8 UTC-06:00,2025-03-31 12:34:17.8 UTC-06:00,16,1.3,1.5,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,66.314,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,6,0,
274,,466215.799,4311982.159,2455.174,2435.174,,-105.3899137,38.95614426,2441.182,Global,0.011,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 12:34:46.6 UTC-06:00,2025-03-31 12:34:49.6 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,66.386,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
275,,466215.604,4311982.11,2455.148,2435.148,,-105.389916,38.95614381,2441.156,Global,0.011,0.012,0.011,0.016,1.934,m,FIX,2025-03-31 12:34:59.0 UTC-06:00,2025-03-31 12:35:02.0 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,66.481,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
276,,466215.394,4311982.056,2455.157,2435.157,,-105.3899184,38.95614331,2441.165,Global,0.01,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 12:35:15.0 UTC-06:00,2025-03-31 12:35:18.0 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,66.576,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
277,,466215.209,4311982.04,2455.101,2435.101,,-105.3899205,38.95614316,2441.109,Global,0.011,0.01,0.011,0.015,1.934,m,FIX,2025-03-31 12:35:28.0 UTC-06:00,2025-03-31 12:35:31.0 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,66.64,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
278,,466215.022,4311982.015,2455.079,2435.079,,-105.3899227,38.95614293,2441.087,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2025-03-31 12:35:41.6 UTC-06:00,2025-03-31 12:35:44.6 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,66.712,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
279,,466214.792,4311981.955,2455.318,2435.318,,-105.3899253,38.95614238,2441.326,Global,0.011,0.01,0.012,0.015,1.934,m,FIX,2025-03-31 12:36:14.6 UTC-06:00,2025-03-31 12:36:17.6 UTC-06:00,16,1.2,1.5,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,66.777,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
280,,466214.623,4311981.934,2455.648,2435.648,,-105.3899273,38.95614219,2441.656,Global,0.011,0.015,0.014,0.019,1.934,m,FIX,2025-03-31 12:37:01.0 UTC-06:00,2025-03-31 12:37:04.0 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,66.778,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
281,,466214.365,4311981.895,2455.603,2435.603,,-105.3899303,38.95614183,2441.611,Global,0.012,0.011,0.011,0.016,1.934,m,FIX,2025-03-31 12:37:19.8 UTC-06:00,2025-03-31 12:37:22.8 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,66.867,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
282,,466214.246,4311981.866,2455.587,2435.587,,-105.3899316,38.95614156,2441.594,Global,0.02,0.014,0.01,0.024,1.934,m,FIX,2025-03-31 12:37:39.0 UTC-06:00,2025-03-31 12:37:42.0 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,66.932,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
283,,466213.99,4311981.902,2455.106,2435.106,,-105.3899346,38.95614187,2441.114,Global,0.01,0.011,0.01,0.015,1.934,m,FIX,2025-03-31 12:37:59.0 UTC-06:00,2025-03-31 12:38:02.0 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,67.051,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
284,,466213.814,4311981.881,2455.117,2435.117,,-105.3899366,38.95614168,2441.124,Global,0.01,0.011,0.01,0.015,1.934,m,FIX,2025-03-31 12:38:12.0 UTC-06:00,2025-03-31 12:38:15.0 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,67.125,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
285,,466213.589,4311981.845,2455.124,2435.124,,-105.3899392,38.95614135,2441.132,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2025-03-31 12:38:28.2 UTC-06:00,2025-03-31 12:38:31.2 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,67.204,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
286,,466213.347,4311981.811,2455.146,2435.146,,-105.389942,38.95614103,2441.154,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2025-03-31 12:38:44.6 UTC-06:00,2025-03-31 12:38:47.6 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,67.293,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
287,,466213.237,4311981.801,2455.16,2435.16,,-105.3899433,38.95614094,2441.168,Global,0.01,0.01,0.011,0.015,1.934,m,FIX,2025-03-31 12:38:57.0 UTC-06:00,2025-03-31 12:39:00.0 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,67.324,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
288,,466213.039,4311981.73,2455.155,2435.155,,-105.3899456,38.95614028,2441.162,Global,0.01,0.011,0.013,0.015,1.934,m,FIX,2025-03-31 12:39:26.6 UTC-06:00,2025-03-31 12:39:29.6 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,67.437,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
289,,466212.845,4311981.675,2455.17,2435.17,,-105.3899478,38.95613978,2441.178,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2025-03-31 12:39:44.8 UTC-06:00,2025-03-31 12:39:47.8 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,67.546,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
290,,466212.617,4311981.652,2455.118,2435.118,,-105.3899504,38.95613957,2441.126,Global,0.011,0.01,0.012,0.015,1.934,m,FIX,2025-03-31 12:39:59.0 UTC-06:00,2025-03-31 12:40:02.0 UTC-06:00,16,1.3,1.5,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,67.635,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
291,,466212.439,4311981.593,2455.067,2435.067,,-105.3899525,38.95613903,2441.075,Global,0.011,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 12:40:14.6 UTC-06:00,2025-03-31 12:40:17.6 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,67.745,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
292,,466212.244,4311981.623,2455.053,2435.053,,-105.3899547,38.95613929,2441.061,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2025-03-31 12:40:30.0 UTC-06:00,2025-03-31 12:40:33.0 UTC-06:00,16,1.3,1.5,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,67.768,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
293,,466212.082,4311981.544,2455.064,2435.064,,-105.3899566,38.95613857,2441.072,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2025-03-31 12:40:45.8 UTC-06:00,2025-03-31 12:40:48.8 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,67.888,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
294,,466211.838,4311981.489,2455.034,2435.034,,-105.3899594,38.95613807,2441.042,Global,0.01,0.012,0.011,0.016,1.934,m,FIX,2025-03-31 12:41:00.8 UTC-06:00,2025-03-31 12:41:03.8 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,68.017,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
295,,466211.68,4311981.462,2455.052,2435.052,,-105.3899612,38.95613782,2441.06,Global,0.01,0.01,0.011,0.015,1.934,m,FIX,2025-03-31 12:41:14.4 UTC-06:00,2025-03-31 12:41:17.4 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,68.072,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
296,,466211.477,4311981.463,2455.014,2435.014,,-105.3899636,38.95613783,2441.022,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2025-03-31 12:41:26.0 UTC-06:00,2025-03-31 12:41:29.0 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,68.135,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
297,,466211.241,4311981.379,2455.06,2435.06,,-105.3899663,38.95613706,2441.067,Global,0.01,0.011,0.012,0.015,1.934,m,FIX,2025-03-31 12:41:43.2 UTC-06:00,2025-03-31 12:41:46.2 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,68.267,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
298,,466211.06,4311981.371,2455.052,2435.052,,-105.3899684,38.95613698,2441.06,Global,0.01,0.011,0.01,0.015,1.934,m,FIX,2025-03-31 12:42:01.0 UTC-06:00,2025-03-31 12:42:04.0 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,68.322,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
299,,466210.856,4311981.32,2455.044,2435.044,,-105.3899707,38.95613651,2441.052,Global,0.011,0.011,0.01,0.016,1.934,m,FIX,2025-03-31 12:42:21.2 UTC-06:00,2025-03-31 12:42:24.2 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,68.445,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
300,,466210.643,4311981.322,2455.078,2435.078,,-105.3899732,38.95613652,2441.086,Global,0.01,0.011,0.011,0.015,1.934,m,FIX,2025-03-31 12:42:37.2 UTC-06:00,2025-03-31 12:42:40.2 UTC-06:00,16,1.3,1.5,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,68.482,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
301,,466210.477,4311981.27,2455.134,2435.134,,-105.3899751,38.95613605,2441.142,Global,0.01,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 12:42:53.6 UTC-06:00,2025-03-31 12:42:56.6 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,68.57,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
302,,466210.246,4311981.231,2455.154,2435.154,,-105.3899778,38.95613569,2441.162,Global,0.01,0.011,0.011,0.015,1.934,m,FIX,2025-03-31 12:43:13.0 UTC-06:00,2025-03-31 12:43:16.0 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,68.667,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
303,,466210.103,4311981.211,2455.133,2435.133,,-105.3899794,38.9561355,2441.141,Global,0.011,0.01,0.012,0.015,1.934,m,FIX,2025-03-31 12:43:25.2 UTC-06:00,2025-03-31 12:43:28.2 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,68.733,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
304,,466209.846,4311981.179,2455.183,2435.183,,-105.3899824,38.9561352,2441.191,Global,0.01,0.01,0.012,0.014,1.934,m,FIX,2025-03-31 12:43:40.2 UTC-06:00,2025-03-31 12:43:43.2 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,68.834,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
305,,466209.661,4311981.146,2455.222,2435.222,,-105.3899845,38.9561349,2441.23,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2025-03-31 12:44:00.6 UTC-06:00,2025-03-31 12:44:03.6 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,68.912,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,6,0,
306,,466209.447,4311981.161,2455.25,2435.25,,-105.389987,38.95613502,2441.258,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2025-03-31 12:44:17.2 UTC-06:00,2025-03-31 12:44:20.2 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,68.954,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
307,,466209.259,4311981.087,2455.337,2435.337,,-105.3899892,38.95613435,2441.344,Global,0.01,0.011,0.011,0.015,1.934,m,FIX,2025-03-31 12:44:44.6 UTC-06:00,2025-03-31 12:44:47.6 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,69.065,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
308,,466208.908,4311981.201,2455.866,2435.866,,-105.3899932,38.95613536,2441.874,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2025-03-31 12:45:24.4 UTC-06:00,2025-03-31 12:45:27.4 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,68.96,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,6,0,
309,,466209.078,4311981.21,2455.501,2435.501,,-105.3899913,38.95613545,2441.509,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2025-03-31 12:46:16.8 UTC-06:00,2025-03-31 12:46:19.8 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,68.97,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
310,,466208.864,4311981.188,2455.878,2435.878,,-105.3899937,38.95613524,2441.886,Global,0.01,0.011,0.01,0.015,1.934,m,FIX,2025-03-31 12:46:53.6 UTC-06:00,2025-03-31 12:46:56.6 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,68.986,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
311,,466208.672,4311981.143,2455.914,2435.914,,-105.3899959,38.95613483,2441.922,Global,0.01,0.01,0.013,0.015,1.934,m,FIX,2025-03-31 12:47:28.8 UTC-06:00,2025-03-31 12:47:31.8 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,69.076,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
312,,466208.481,4311981.125,2455.903,2435.903,,-105.3899981,38.95613466,2441.911,Global,0.011,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 12:47:40.0 UTC-06:00,2025-03-31 12:47:43.0 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,69.156,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
313,,466208.288,4311981.092,2455.887,2435.887,,-105.3900004,38.95613436,2441.895,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2025-03-31 12:47:58.4 UTC-06:00,2025-03-31 12:48:01.4 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,69.249,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
314,,466208.089,4311981.054,2455.922,2435.922,,-105.3900027,38.956134,2441.93,Global,0.015,0.012,0.011,0.02,1.934,m,FIX,2025-03-31 12:48:24.0 UTC-06:00,2025-03-31 12:48:27.0 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,69.339,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
315,,466207.894,4311981.037,2455.919,2435.919,,-105.3900049,38.95613385,2441.927,Global,0.01,0.01,0.012,0.015,1.934,m,FIX,2025-03-31 12:48:45.8 UTC-06:00,2025-03-31 12:48:48.8 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,69.422,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
316,,466207.701,4311980.979,2455.928,2435.928,,-105.3900071,38.95613331,2441.936,Global,0.011,0.01,0.014,0.015,1.934,m,FIX,2025-03-31 12:49:06.0 UTC-06:00,2025-03-31 12:49:09.0 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,69.538,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
317,,466207.512,4311980.913,2455.783,2435.783,,-105.3900093,38.95613271,2441.791,Global,0.011,0.011,0.011,0.016,1.934,m,FIX,2025-03-31 12:49:33.4 UTC-06:00,2025-03-31 12:49:36.4 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,69.679,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
318,,466207.328,4311980.907,2455.716,2435.716,,-105.3900114,38.95613265,2441.723,Global,0.012,0.011,0.01,0.016,1.934,m,FIX,2025-03-31 12:49:49.4 UTC-06:00,2025-03-31 12:49:52.4 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,69.771,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
319,,466207.119,4311980.857,2455.613,2435.613,,-105.3900138,38.9561322,2441.621,Global,0.01,0.01,0.013,0.015,1.934,m,FIX,2025-03-31 12:50:07.6 UTC-06:00,2025-03-31 12:50:10.6 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,69.894,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
320,,466206.926,4311980.868,2455.516,2435.516,,-105.3900161,38.95613228,2441.523,Global,0.011,0.01,0.011,0.015,1.934,m,FIX,2025-03-31 12:50:28.4 UTC-06:00,2025-03-31 12:50:31.4 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,69.98,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
321,,466206.721,4311980.788,2455.487,2435.487,,-105.3900184,38.95613155,2441.495,Global,0.011,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 12:50:51.8 UTC-06:00,2025-03-31 12:50:54.8 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,70.114,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
322,,466206.537,4311980.723,2455.467,2435.467,,-105.3900206,38.95613097,2441.475,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2025-03-31 12:51:10.4 UTC-06:00,2025-03-31 12:51:13.4 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,70.243,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,6,0,
